app,teks,rating,sentimen
id.dana,"aneh padahal ga pernah telat bayar dana cicil nya tpi ga bisa di gunain lagi udah hampir 5 bulan , padahal transaksi tiap bulan hampir 7 jtan",3,Netral
id.dana,"masa gabisa masuk harus ngirim otp dulu mana nomer lamanya matii, pliss tolong perbaiki min mislnya kalo udah verifikasi muka jangan ditambah otp segalaa najisssss cuihhhh",1,Negatif
id.dana,sangat bagus,5,Positif
id.dana,sangat aman,5,Positif
id.dana,bagus,5,Positif
id.dana,😀,5,Positif
id.dana,sangat bagus,5,Positif
id.dana,"aplikasi tolol, masa hp root gbisa masuk. Apa salahnya?",1,Negatif
id.dana,aplikasi dana sekarang makin parah.mau masuk susah louding lama ujung ujungnya gak bisa dan langsung keluar sendiri.jadi gak nyaman dan terganggu.,4,Positif
id.dana,dana instan dan dana cicil gk muncul,5,Positif
id.dana,capat akurat terpercaya,5,Positif
id.dana,dana cicil belum muncul,5,Positif
id.dana,agak lelet aja ni setiap pengiriman,4,Positif
id.dana,Tambah fitur dana cicil,5,Positif
id.dana,sangat bermanfaat,5,Positif
id.dana,mantap,5,Positif
id.dana,"APLIKASI BODOH SAYA TF 439,600,2JT100 KETERANGAN NYA TRANSAKSI BERHASIL TAPI GAK MASUK ADMIN NYAA DI CHAT JUGA GAK DI BALES SARAN SAYA JANGAN PAKE APLIKASI INI DARI PADA DUIT KALIAN HILANG BEGITU SAJA",1,Negatif
id.dana,bug,1,Negatif
id.dana,banyak gunanya,5,Positif
id.dana,selalu dihati pakai DANA jos gandos kottos2,5,Positif
id.dana,ksh bintang 4 aja dl,4,Positif
id.dana,mantap,5,Positif
id.dana,belum ada dana cicil,5,Positif
id.dana,Lemooooot,2,Negatif
id.dana,andalan,5,Positif
id.dana,kena transaksi sama MANSA limited.. padahal aku gak ada akses kesana aneh.. hbis di ambil saldo ku.. gak bisa di refund dari dana.. burik banget apk dana,1,Negatif
id.dana,dana cicil sulit muncul,2,Negatif
id.dana,"COBA TOLONG DARI PIHAK DANA KENAPA SEKARANG BANYAK BUG , DAN JUGA KENAPA SAYA TIDAK PERNAH AKTIF FITUR DACIL PADAHAL SAYA STIAP BULAN BERTRANSAKSI TERUS TAPI GAPERNAH DI AKTIFIN KADANG BUTUH TAPI DIANA JUGA GABISA BANTU , MALAHAN SAAT TRANSFER DANA SAYA ILANG DAN TIDAK MASUK KE REKENING KAWAN SAYA ADA NOTIF TAPI BNETUK UANG NYA TIDAK ADA MAU CHAT CS PUN PERCUMA TIDAK BISA MEMBANTU PADHAL SAYA PAKAI DANA SUDAH LEBIH DRI 6 TAHUN",5,Positif
id.dana,ok,5,Positif
id.dana,"kecewa bangett tiba tiba saldo saya hilang gatau ntah kemana ,di aktivitas terkirim ke nomor yang ga ada nama penerima",2,Negatif
id.dana,fitur dana cicil sudah muncul tapi tidak bisa di gunakan,1,Negatif
id.dana,kenapa suka susah masuk dn keluar teruss...padahal update tiap minggu..🙏🙏,1,Negatif
id.dana,mnatap,5,Positif
id.dana,mantap,5,Positif
id.dana,bagus sangat membantu buat pembisnis kecil kecilan di desa desa,5,Positif
id.dana,bagus aman,5,Positif
id.dana,pakai apk dana semua jd mudah,5,Positif
id.dana,suka,5,Positif
id.dana,baik,4,Positif
id.dana,uang tidak ada dipakek hilang terus terusan👎🏻,1,Negatif
id.dana,sangat setuju,5,Positif
id.dana,bagus,5,Positif
id.dana,saya ganti nomor dengan ktp yang sama tapi saldo nya hilang rugi besar,5,Positif
id.dana,rumit,5,Positif
id.dana,kenapa tiap buka aplikasi nya susah dana terhenti terus,5,Positif
id.dana,Terima kasih,5,Positif
id.dana,bagus,5,Positif
id.dana,okay,4,Positif
id.dana,"sungguh ; aman, nyaman, cerdas dan cadaaaas! salam kreator! sAs",5,Positif
id.dana,rumit,2,Negatif
id.dana,"aneh saya baru saja isi dana,tapi uangnya belum masuk² jugaa sampai sekrang",2,Negatif
id.dana,sempurna,4,Positif
id.dana,Ga bisa kebuka,5,Positif
id.dana,belum ada dana cicil,1,Negatif
id.dana,aplikasi dana daftar riwayat tidak bisa ke buka di hp samsung j5,1,Negatif
id.dana,baik,4,Positif
id.dana,gmna ini katanya aman tapi bisa dibobol abis uang saya di curi,1,Negatif
id.dana,"cukup baik,,",4,Positif
id.dana,Best banget sih aplikasi ini,5,Positif
id.dana,sangat bagus,5,Positif
id.dana,ok,4,Positif
id.dana,bagus dan cepat,5,Positif
id.dana,mantap,4,Positif
id.dana,"kepada team aplikasi DANA yang terhormat saya ingin menyampaikan bahwa kemungkinan ada masalah bug pada pembaruan yang terbaru, karena ringtone notifikasi bersuara tidak seperti biasanya, atas perhatianya terima kasih",5,Positif
id.dana,"kok bisa ya lama kali loading untuk mau transfer dan tarik tunai dan semuanya fitur yang ada di aplikasinya lama loding, aku udah nunggu 5 menit tapi tiba tiba kembali katanya cek internet, padahal aku masih punya paket dan aku juga pake wifi hmm min tolong diperbaiki lagi aplikasinya bikin badmood aja soalnya saldo ku didalam masih banyak aku mau pake gabisa soalnya loading nya lama 😕 mau chat diana pun gak bisa loadingnya itu lama kali dan bahkan aku udah hapus cache",2,Negatif
id.dana,Ok,5,Positif
id.dana,aplikasih ini berguna banget,5,Positif
id.dana,ok,5,Positif
id.dana,bagus sekali,5,Positif
id.dana,"semoga lebih baik,tidak lemot dan mudah dibuka sa,at login",4,Positif
id.dana,sgt puas...,5,Positif
id.dana,"gw marga pasaribu ini aplikasi bagus Daan bisa di andalkan, dan terpercaya keren habis ga ada potongan",5,Positif
id.dana,"""Top up for costumer"" kenapa pas pencet pilih kontaknya selalu tidak bisa ""sistem sedang sibuk"". SEGARA DIPERBAIKI (sudah bersihkan cache, update app & restart hp hasilnya TETAP SAMA!!).",3,Netral
id.dana,saya kasih bintang 5 soalnya sangat praktis dompet digital bisa lansung transaksi pembayaran,5,Positif
id.dana,ok bangt,5,Positif
id.dana,baruu jugaa daftar lagi eh besoknya ga bisa di buka harus di hapus dulu baru di download lagi baru bisa tapi malah gitu lagi besoknya,3,Netral
id.dana,isi brizzi saldo mutasu sudah berhasil tetapi saldo tidak masuk di e-money!!!,1,Negatif
id.dana,bgus,5,Positif
id.dana,mantap,5,Positif
id.dana,apk nya nggak bagus masa keluhan saya nggak bisa di perbaiki.dana saya di tangguh kan kenapa di tangguh kan akun saya,1,Negatif
id.dana,aplikasi serba lengkap,5,Positif
id.dana,sangat membantu,5,Positif
id.dana,Sangat bagus sayangnya saya blum muncul fitur dana cicilnya padahal saya sudah lama pake aplikasi dana,4,Positif
id.dana,ok,5,Positif
id.dana,saya mau muculkan fitur dana cicil nya,5,Positif
id.dana,dana cicil saya gak bisa di gunakan kenapa ya,5,Positif
id.dana,apaansi dkit2 error gjls bgt,2,Negatif
id.dana,"ini kenapa tiba""dana suruh verifikasi ulang",5,Positif
id.dana,mantap,5,Positif
id.dana,udh upgrade g jg bisa transfer,1,Negatif
id.dana,"🙏saya kasih bintang satu dulu karena saya sudah lama pakai dana dan sering bertransaksi, tapi kenapa ko ngga ada dana cici/dana instan,sangat disayangkan!",1,Negatif
id.dana,satsett,5,Positif
id.dana,ok,3,Netral
id.dana,Sangat bermanfaat untuk menyimpan uang dan bertransaksi di manapun,5,Positif
id.dana,oke,5,Positif
id.dana,sangat bagus,5,Positif
id.dana,bagus,5,Positif
id.dana,𝗯𝗮𝗴𝘂𝘀 𝗰𝘂𝗸𝘂𝗽.𝗮𝗺𝗮𝗻,3,Netral
id.dana,bagus,4,Positif
id.dana,"Aneh. akun udh premium , sering bayar proteksi ada cicilan di fitur DANA CICIL tpi memperbaiki masalah aja bertele2. pdhll mentingin supaya bisa kepake dan kebayar! udah bikin laporan cuma diputer2 doang gak ada progress yang jelas. ga dikasih kepastian dan konfirmasi pdhl udah nunggu berhari2! lapor CS kita nungguin lama tpi dia nunggu bntr aja langsung kita ditinggal suruh nungguin lama lagi!! tolong diperbaiki fitur CS agent , dan DIANA!!",1,Negatif
id.dana,"sangat membantu, simpel dan terpercaya",5,Positif
id.dana,"ka ,ko setiap masuk apl dana ko harus uinstal dulu,terus kenapa ketika login ada nomer yang tertinggal dan bukan no dana saya,semoga keamannanya di tingkatkan lagi,",4,Positif
id.dana,multifungsi,5,Positif
id.dana,tiba tiba akun di bekukan tanpa ada aktivitas yang melanggar dana erorr,1,Negatif
id.dana,hampir semua transaksi sudah melalui e'wallet ini tapi dukungan instan atau cicil tidak tersedia padahal pemakaian lebih dari setahun🙃,2,Negatif
id.dana,top,5,Positif
id.dana,ok,5,Positif
id.dana,baik,5,Positif
id.dana,good,5,Positif
id.dana,Saya Kasih Bintang Satu Karna Akun dana Harus VERIFIKASI OTP dan dimana nomor saya sudah gak Aktif.Dan ada Saldo 500 ribu di dalam nya,1,Negatif
id.dana,Mengatifkan Dana Dompet Digital Terus,1,Negatif
id.dana,dana cicil GK bisa d gunain lagi,5,Positif
id.dana,sangat baik,5,Positif
id.dana,Sangat mudah di gunakan,5,Positif
id.dana,Oke,3,Netral
id.dana,mantap kaliiii... thank's dana,5,Positif
id.dana,mantap,4,Positif
id.dana,mantapl paling enak di gunakan untuk transaksi boss ku🤣,5,Positif
id.dana,bagus,5,Positif
id.dana,bgus,5,Positif
id.dana,dana gak bisa di buka,1,Negatif
id.dana,sangat mudah untuk digunakan,5,Positif
id.dana,bGuss,5,Positif
id.dana,"knp akun saya ngga bisa chat Diana padahal sedang pengajuan perpindahan akun, tiap buka Diana ngga terhubung padahal sebelumnya nya bisa, tolong di perbaiki lagi",3,Netral
id.dana,kenpa aktivitas dana nya tidak muncul,1,Negatif
id.dana,mntap,5,Positif
id.dana,bagus,5,Positif
id.dana,sangat puas,5,Positif
id.dana,mengapa di apk saya tidak muncul dana cicil ya ..padahal transaksi Mulu tiap hari,1,Negatif
id.dana,"asisten dana yaitu diana terkesan agak lambat dan gampang tidak memahami apa masalah pengguna dana dan batasan untuk makai dana sedikit sekali dan tidak bisa bayar pake banyak duit dari dana padahal udah percaya bakal enak eh ternyata batasannya cuma 30 ribu doang, sia sia aku top up",1,Negatif
id.dana,tiba tiba suka log out sendiri,1,Negatif
id.dana,pokoknya akun Dana sangat keren 👌🏼😇,5,Positif
id.dana,sangat baik dan memudahkan transaksi,5,Positif
id.dana,baik,5,Positif
id.dana,ok mantap,5,Positif
id.dana,sangat baik,5,Positif
id.dana,sangat memudahkan,5,Positif
id.dana,nice terjamin,5,Positif
id.dana,bagus,5,Positif
id.dana,aplikasi ini sangat mudah digunakan dan mudah dalam hal hal penting saya sudah lama menggunakan nya tetapi tidak bisa menggunakan dana cici walaupun sudah update beberapa kali mohon di himbau bantuan terimakasih,5,Positif
id.dana,jangan top up diamond di DANA ilegal.top up diamond magic chess gogo di kasih voucher di masukin malah ilegal.aneh nipu gak tanggung jawab pihak dana.,1,Negatif
id.dana,sangat membantu sekali praktis top pokonya mantap,5,Positif
id.dana,saya membeli kouta di dana duitnya sudah dipotong tapi kouta nya nggak masuk gimana ni min,5,Positif
id.dana,jadi lemot padahal cuma hapus nomer dana orang yg pernah kita tranfer,5,Positif
id.dana,sering eror,1,Negatif
id.dana,"min kenapa dana cicil dan dana instan saya tidak pernah muncul padahal selalu transaksi menggunakan dana dan sudah premium,, tolong diperbaiki min berapa tahun sudah mendownload dan menggunakan aplikasi ini. tolong direspon cepat",5,Positif
id.dana,ok sangat baik,5,Positif
id.dana,"sangat tdk bagusss masa uang d tabung tiba"" hilang terus nggak bisa pengajuan kembaliin dana lagi payah",3,Netral
id.dana,sangat senang kerjasama sama dana,5,Positif
id.dana,adminnya kecill enak,5,Positif
id.dana,aplikasi ini memang top lah,5,Positif
id.dana,Top,5,Positif
id.dana,kenapa tidak bisa pake dana premium padahal semua sudah sesuai sama kalo pake qris suka eror itu kesalahan server apa server sibuk terus pas mau premium selalu ada kendala kaya kesalahan order KYC pas nyari di google kata nya soal ektp tapi pas mau foto ktp aja udah ada peringatan gitu kesalahan order KYC,1,Negatif
id.dana,sangan berguna banget tex,4,Positif
id.dana,ok,5,Positif
id.dana,bagus sih cuman kok 1 juta bisa hilang begitu saja dan buka saya aja teman² saya juga gitu,5,Positif
id.dana,"hati2 deh yang mau topup Flazz lewat dana , udah serung bgt saldo nyangkut tapi di update ga masuk masuk ke kartu...yang ada malah nyusahin .. udah gitu saldo yang ke sedot ga tau kapan balik, klo emang sistem belum rapih mending ga usah lah pake2 bisa top up Flazz, cuma nyusahin orang nih apk",1,Negatif
id.dana,bagus bangett,5,Positif
id.dana,mantap,5,Positif
id.dana,mantap,5,Positif
id.dana,👍,5,Positif
id.dana,Praktis,5,Positif
id.dana,dana semakin mantap...aja,5,Positif
id.dana,sangatt bguss membantuu,5,Positif
id.dana,apk dana tolol setres,1,Negatif
id.dana,mantap aplikasinya bagus bisa membantu.,5,Positif
id.dana,"Gak bisa di gunakan, setiap mau login, gak bisa masuk, hanya loading terus.",1,Negatif
id.dana,sangat puas,5,Positif
id.dana,puas,5,Positif
id.dana,setelah di unduh aplikasi dana nya terhapus sendiri,1,Negatif
id.dana,trimakasih sangat membantu pengiriman mudah dan cepat,5,Positif
id.dana,"saya tiga bintang karena saya sudah install sulit di buka reels terima kasih atas perhatiannya serta waktunya,, ini sudah saya coba kembali, ada pemberitahuan 2 hari bisa gunakan.",3,Netral
id.dana,dompet se indo,5,Positif
id.dana,sangat membantu,5,Positif
id.dana,mantap 👍👍,5,Positif
id.dana,"kenapa nomer dana saya lama saya tidak bisa di aktipkan ,,,,katanya tunggu 3 hari kerja,,,sudah 1 Minggu lebih tidak ada hasilnya,,,,apa aplikasi ini mau menipu rakyat",1,Negatif
id.dana,sangat membantu untuk transaksi,5,Positif
id.dana,"Setelah update, kenapa makin tidak bisa login",5,Positif
id.dana,untuk versi yg lawas,3,Netral
id.dana,mantap,5,Positif
id.dana,mantap por,5,Positif
id.dana,mantap,5,Positif
id.dana,bagus,5,Positif
id.dana,mantap sudah,5,Positif
id.dana,"bagus pake dana, transfer mudah gak ribet. bisa transfer dimana2.",5,Positif
id.dana,ok,5,Positif
id.dana,membantu,5,Positif
id.dana,terbaik,5,Positif
id.dana,knp ada tulisan koneksi terputus ya pdhl jaringan bagus² aja + ga bisa top up ada tulisan akun tidak ada ?,1,Negatif
id.dana,memuaskan,5,Positif
id.dana,bagus,5,Positif
id.dana,Aplikasi keuangan yg paling memuaskan,5,Positif
id.dana,Good luck Dana,5,Positif
id.dana,semoga terus berkembang,5,Positif
id.dana,mohon aktifkan menu dana cicil akun saya,5,Positif
id.dana,dana ini bagus sekali mentransfer dan menerima uang dari teman. terima kasih DANA PREMIUM,5,Positif
id.dana,"saya baru saja kemalingan oleh pihak dana, dimana saya tidak membeli token listrik tapi tau tau sudah ada transaksi pembelian token listrik, seharusnya transaksi apapun harus memakai kode pin,tapi ini bisa dilakukan tanpa sepengetahuan saya oleh pihak dana.. ternyata dana tidak aman.. kembalikan saldo saya,tidak usah banyak ini itu,kembalikan saja saldo saya",1,Negatif
id.dana,sangat bagus,5,Positif
id.dana,sangat rekomendasi,5,Positif
id.dana,good,5,Positif
id.dana,sangat bagus aplikasinya,5,Positif
id.dana,saldo sering hilang gatau kmna aplikasi apa ini,1,Negatif
id.dana,sangat puas,3,Netral
id.dana,dana adalah aplikasi uang yang terpercaya,5,Positif
id.dana,"SEMAKIN RIBET, TRANSAKSI JADI GAGAL, DUIT DI DANA JADI HILANG . GW SARANIN PAKAI E WALLET YANG LAIN AJA",1,Negatif
id.dana,"mantaaap,Boss",5,Positif
id.dana,baik,5,Positif
id.dana,"aplikasi dana ini jelek, masa kita ga berasa langganan aplikasi tiba tiba duit kesedot. saya perhatikan sudah sangat sering sampe saya cape sendiri.",1,Negatif
id.dana,ok,5,Positif
id.dana,puas dan cepat,5,Positif
id.dana,udah update premium tetep gak bisa tf,1,Negatif
id.dana,sangat mempermudah dalam segala transaksi ... Alhamdulillah uang JD aman dan tidak boros bisa nyimpen di dana ..👌👍💞💞💞,5,Positif
id.dana,Untuk bisa masuk saja susah bnget. Sudah seminggu lebih g bisa masuk. Tolong diperbaiki Dana nya,1,Negatif
id.dana,Kenapa kalo mau upgrade dana premium katanya e-KTP nya bermasalah?,1,Negatif
id.dana,"Gila sih udah lama pake Dana transaksi puluhan juta tapi fitur Dana cicil gaada muncul², giliran temen gua jarang pake dana dapet fiturnya🥴👊",3,Netral
id.dana,sengaja saya beri bintang 5 agar dibaca kak gimana cara mengeluarkan KTP di akun lama so'alnya saya ganti kartu,5,Positif
id.dana,terbaik aplikasi dana ok,5,Positif
id.dana,puas dan bermanfaat tpi kadang lemot,5,Positif
id.dana,ok,5,Positif
id.dana,ini bikin kaya,5,Positif
id.dana,mntap sekli,4,Positif
id.dana,"saya kesal sekali, saya sudah membatalkan langganan aplikasi wetv sebelum tenggat tanggal tersebut, tapi malah saldo saya keluar , sudah saldo di kembalikan kembali oleh dana, sekarang malah ada tagihan di akun dana saya, dua kali lipat lagi, saya sudah ajukan keluhan tersebut, masih aja tagihan tersebut ada di akun dana saya, mohon bantuannya.Terima kasih",2,Negatif
id.dana,mantap,5,Positif
id.dana,sangat membantu,5,Positif
id.dana,"Definisi mempersulit diri sendiri, gak sengaja kirim uang ke sini, eh taunya akunnya tiba² gk premium lagi, pas mau upgrade di persulit, banyak banget alesannya, gak bisa², sampe sekarang uangnya gak ke ambil lagi👎",1,Negatif
id.dana,bagus bgt....,5,Positif
id.dana,perkara kartu hilang dan wa gabisa diakses mau login di persulit harus masukin kode otp walaupun udah vermux heran,5,Positif
id.dana,bagus👍,5,Positif
id.dana,mantap,5,Positif
id.dana,Oke,5,Positif
id.dana,terbaik,5,Positif
id.dana,makin aneh ajh setelah di update malah sering keluar sendiri dari aplikasi ny,2,Negatif
id.dana,kadang gabisa dibuka gatau padahal udah di update,3,Netral
id.dana,Lebih baik PECAT deh tim IT nya !! masalah kayak gitu aja gak bisa beresin. PELAYANAN TERBURUK YANG PERNAH SAYA ALAMI.....,1,Negatif
id.dana,fine,5,Positif
id.dana,aplikasi dana sangat mantap,5,Positif
id.dana,BAGUS,3,Netral
id.dana,bagus,5,Positif
id.dana,mantap,5,Positif
id.dana,"gagal verifikasi wajah sendiri, malah diminta menunggu 24 jam",1,Negatif
id.dana,jos jis,5,Positif
id.dana,Sudah beberapa hari ini dana lemot gk bisa untuk melakukan transaksi apapun heran,3,Netral
id.dana,memudahkan kita dalam melakukan transaksi sesama dan ke bank lain nya 👍👍👍,5,Positif
id.dana,sangat bgus 👍👍👍,5,Positif
id.dana,sangat memebatu,5,Positif
id.dana,pembayaran apapun sangat terbantu oleh dana,5,Positif
id.dana,Kren dah mantap👍👍,5,Positif
id.dana,Sangat membantu buat top ap game lain kali kasih colob dong sama game game lain kaya ff ml pubg,5,Positif
id.dana,saya puas,5,Positif
id.dana,baik sangat membantu,5,Positif
id.dana,"Bagus, bermanfaat untuk segala transaksi, cepat, mudah dan instan.",5,Positif
id.dana,mungkin aplikasi ini rusak,5,Positif
id.dana,sangt bagus,5,Positif
id.dana,mantap,5,Positif
id.dana,castomer servis ga guna,1,Negatif
id.dana,fitur dana cicil saya tidak aktif,5,Positif
id.dana,sangat membantu untuk bagi yg tidak punya rekening kerenn dahh,5,Positif
id.dana,knp tidak ada notif untuk memasukkan pin?,2,Negatif
id.dana,fitur bagus... tpi sulit untuk dapat menu pinjamn nya.,5,Positif
id.dana,cepat,5,Positif
id.dana,oke sip banget kak,5,Positif
id.dana,sangat membantu,5,Positif
id.dana,sangat baik,5,Positif
id.dana,"bagus dan sangat membantu sekalii bebb,suka bgt apk inii rawrr",5,Positif
id.dana,sangat membantu semoga selalu amanah 🙏,5,Positif
id.dana,👍,5,Positif
id.dana,sangat membantu rakyat menengah,5,Positif
id.dana,siipp,5,Positif
id.dana,"sangat berguna,terima kasih",5,Positif
id.dana,kenapa dana cicil saya tidak ada,5,Positif
id.dana,Membantu dalam situasi PAHIT,5,Positif
id.dana,keren,5,Positif
id.dana,ok,5,Positif
id.dana,kenapa dana sy tidak ad dana cicil y ka,5,Positif
id.dana,"jelek,tidak butuh bot untuk memberikan solusi, karna jawaban bot sangat template, tidak membantu sama sekali, tidak bisa memberikan solusi jelek sekali apk nya",1,Negatif
id.dana,aplikasi banyak kendala,3,Netral
id.dana,cepat dan akurat,5,Positif
id.dana,"tolol saldo gua di dana goals 50rb gabisa ditarik, aplikasi bego",1,Negatif
id.dana,sangat membantu,5,Positif
id.dana,"atas nama gk usah di sensor saat ngirim, notifnya terlalu banyak iklan tidak bermanfaat menurut saya",4,Positif
id.dana,pertahan kan semua ke amanan dan kenyamanan castamer,5,Positif
id.dana,bagus bgt jadi gampang kalau ingin transaksi,5,Positif
id.dana,"gelooo 3 minggu lebih penjualan Reksadana saya belum juga saya terima, hdehh minus bngt deh kalo Reksadana Dsni",1,Negatif
id.dana,sangat membantu,5,Positif
id.dana,mantap,5,Positif
id.dana,"Kecewa dgn aplikasi ini, padahal saya memakai aplikasi ini dari tahun 2021, ternyta saya isi pulsa 50rb bln lalu tdk di potong dari saldo dan saya kaget kemarin tiba2 muncul notif pembayaran tagihan anda berhasil dan setelah saya cek ternyta pulsa yg bln lalu dibuat sistem cicilan 4 kali trus saya cek ternyata menggunakan YessCredit dan saya langsung hubungi call center dana care dan diana, krna ini termasuk penyalahgunaan data, untuk apa berikan ijin akses data kita ke pihak ketiga untuk kredit",1,Negatif
id.dana,sangat membantu,5,Positif
id.dana,sangat berguna,5,Positif
id.dana,dana cicil saya ko belum aktif ya,5,Positif
id.dana,sangat baik,5,Positif
id.dana,mantaplah,5,Positif
id.dana,ka tolong tampilkan dana instan nya dong jasa transaksi dana udah sering malah limit dana udah sering nyampe 30 paling dikit satu bulan 15 juta,5,Positif
id.dana,saya sangat senang,5,Positif
id.dana,bagus,5,Positif
id.dana,Terima kasih,5,Positif
id.dana,bagus sekali,5,Positif
id.dana,mantap,5,Positif
id.dana,mohon bantuannya saya tidak dapat login kembali ke akun saya mohon segera bantu nya,5,Positif
id.dana,sangat membantu dan brguna,5,Positif
id.dana,bgus,5,Positif
id.dana,👍,5,Positif
id.dana,mantap top top,5,Positif
id.dana,sangat membantu,5,Positif
id.dana,sangat baik,5,Positif
id.dana,"Sangat membantu dalam transaksi keuangan saya, Terima Kasih Aplikasi DANA, Semoga sukses terus",5,Positif
id.dana,ok bnget,5,Positif
id.dana,bagus,5,Positif
id.dana,limit dana Cicil saya tersedia tapi tidak bisa di gunakan,5,Positif
id.dana,payah pembayaran qris tidak masuk tapi saldo nya kepotong cs d hub suruh hub merchant nya,1,Negatif
id.dana,mantap,5,Positif
id.dana,"apk dana udah lebih dari 6 Tahun tapi kok ga ada ya dana cicil di apk saya padahal udah lama lho, smntara orang"" baru download udah ada dana cicil nya",2,Negatif
id.dana,kenapa dgn apk Dana kenapa gak bisa buat kirim pulsa tapi kalo buat transfer malah bisa,3,Netral
id.dana,dana bisnis tidak bisa di tarik,1,Negatif
id.dana,Aplikasi sangat membantu bisa transaksi aman dan kemarin uang saya hilang langsung di balikin emng the best terimakasih Aplikasi Dana,5,Positif
id.dana,tidak membantu sama sekali aplikasi ini.,1,Negatif
id.dana,"isi saldo dana dari ovo , dari ovo udah terpotong , tapi ko ga masuk ke dana yah , mohon solusinya",5,Positif
id.dana,gua iri woy sama temen gua yang punya dana cicil sedangkan gua kagak...,1,Negatif
id.dana,cepat dan praktis,5,Positif
id.dana,ok,5,Positif
id.dana,👍,5,Positif
id.dana,tiba tiba dana ku disedot 1000 terus,2,Negatif
id.dana,"gx ada dana cici,y aneh",5,Positif
id.dana,oke,5,Positif
id.dana,keren,5,Positif
id.dana,ko semenjak update notip dana masuk nya jadi kaga ada skrang,1,Negatif
id.dana,penuh inspirasi,5,Positif
id.dana,mantap,5,Positif
id.dana,"bertahun tahun pake dana berakhir mengecewakan, melakukan pembayaran secara otomatis ke hal yang tidak diketahui dan tanpa minta persetujuan. meminta bantuan untuk refund tapi pihak dana mengatakan tidak bisa direfund dari pihak dana",1,Negatif
id.dana,aplikasi ga karuan byk gangguan mau lihat histori transaksi aja susah sring ga bisa parah,2,Negatif
id.dana,kurangi iklanya bos,4,Positif
id.dana,kecewa sekali tiba tiba saldo kepotong sendri tidak ada solusi jelas jelas saya tidak melakukan transaksi apapun tidak akan menggunakan apk ini lagi,4,Positif
id.dana,DANA sunggu sangat membantu karna setiap pembayaran begitu mudah dan cepat,5,Positif
id.dana,untuk dari dana bisnis saya kira perlu di perbaiki lagi min saya tidak bisa penarikan dana di dana bisnis dari verifikasi wajah selalu error,5,Positif
id.dana,sangat membantu keuangan,5,Positif
id.dana,alhamdulillah dengan adanya apk dana sangat membantu terimakasih smoga bisa jauh lebih ditingkatkan lgi 🙏,5,Positif
id.dana,top,5,Positif
id.dana,gk aman nyimpen uang di dana uang sya udh brp kali ilang di dana!!!!!!,1,Negatif
id.dana,mantap kk,5,Positif
id.dana,sangat baik,5,Positif
id.dana,kok sy baru download tiba2 dana terhenti,2,Negatif
id.dana,mantap,5,Positif
id.dana,"dana mantap moga pelayanan kedepan lebih baik ,",5,Positif
id.dana,aplikasi yg bagus bermanfaat bagi pengguna nya,5,Positif
id.dana,susah masukkk akunn,1,Negatif
id.dana,agak ribet Untuk mengisi uangnya,5,Positif
id.dana,good aplikasi,5,Positif
id.dana,Dana cepat GK butuh ribet.. keren banget,5,Positif
id.dana,keren dan cepat,5,Positif
id.dana,mengapa dana sekarang saya nggak ada hutang data tp terus di tagih ya,4,Positif
id.dana,"kecewa,, saldo saya yg hilang tidak bisa di kembalikan",5,Positif
id.dana,mantap,5,Positif
id.dana,wahhh ini keren bangett mudah menggunakannya,5,Positif
id.dana,loginnya ribet,1,Negatif
id.dana,"dana Sekarang ribet isi nya pencuri semua masa alihkan saldo lama ke akun baru susah sekali di karnakan kartu hilang malah di buat muter"" ada saldo nya lagi di akun lama",1,Negatif
id.dana,bagus semua,5,Positif
id.dana,parah laporan terkirim tpi uang nya blm masuk jga...,2,Negatif
id.dana,👍👍👍👍👍,5,Positif
id.dana,👍👍👍,5,Positif
id.dana,baik,5,Positif
id.dana,"SALDO TIBA-TIBA HILANG, TRANSAKSI TERTUTUP TANPA PERSETUJUAN SAYA, SAYA MINTA PENGEMBALIAN DANA SAYA. BUAT YANG MAU DOWNLOAD MENDING PIKIR-PIKIR DULU!!!",1,Negatif
id.dana,dana kok skrg susah ya di buka. suka ngeleg keluar dri apknya.. Apalagi setelah di updated bkn tambah bgus mlh tambah lelet..terpaks hrus unistall trus instal ulang lagi.. gini aja terus setelah di update.,2,Negatif
id.dana,dana manteppp,5,Positif
id.dana,GK obat pokoknya cuma GK bisa minjam saja disini sayangnya hehehe,5,Positif
id.dana,sangat gampang krim uang ngak ribet... cuman satu kesalahan saat krim uang dana ngak bisa kembali klau salah ketik nomer,5,Positif
id.dana,kenapa saldo di dana goals tidak bisa di tarik?!!!,3,Netral
id.dana,akun ku hilang pas nomernya udah ga aktif lagi tolong dibantu,2,Negatif
id.dana,sangat kecewa udah di apdete beberapa kali dan ubah nomer dan udah ganti 2 KTP tapi tetep gak bisa saat foto KTP setelah itu foto wajah tapi gak bisa,1,Negatif
id.dana,bgus x,5,Positif
id.dana,"SALDO ILANG""AN TERUS, INI DEVELOPER GA MAU UPDATE KE AMANAN NYA??KALO BEGINI TERUS MENDINGAN HAPUS APLIKASI NYA",1,Negatif
id.dana,"pindah akun dan hapus akun ribet amat, jadi malas pakai DANA.",1,Negatif
id.dana,"memudahkan transaksi uwang digital, tapi pusat bantuan chat Diana nya KLO ada komplin pertanyaan SMA jawaban nya udh di seting, jadi sulit tuk megajukan keluhan nya",5,Positif
id.dana,bagus,5,Positif
